Category,Count,Acreage,State,Average of Very Unhealthy Days,Average of Hazardous Days,Average of Max AQI,Average of 90th Percentile AQI,Average of Days CO,Average of Median AQI,Average of Days NO2,Average of Days Ozone,Average of Days SO2,Average of Days PM2.5,Average of Days PM10,Average of Good Days,Average of Moderate Days,Average of Unhealthy for Sensitive Groups Days,Average of Unhealthy Days,Commercial,Electric Power,Residential,Industrial,Transportation,Total
 Other Hay/Non Alfalfa,846444,188244.6,LA,0.0,0.0,99.34782609,50.82608696,0.086956522,32.60869565,6.173913043,203.173913,18.0,101.6086957,0.956521739,289.173913,40.08695652,0.739130435,0.0,2.5,33.9,2.2,122.8,37.9,199.3
 Other Crops,184,40.9,LA,0.0,0.0,99.34782609,50.82608696,0.086956522,32.60869565,6.173913043,203.173913,18.0,101.6086957,0.956521739,289.173913,40.08695652,0.739130435,0.0,2.5,33.9,2.2,122.8,37.9,199.3
 Sugarcane,2569011,571334.3,LA,0.0,0.0,99.34782609,50.82608696,0.086956522,32.60869565,6.173913043,203.173913,18.0,101.6086957,0.956521739,289.173913,40.08695652,0.739130435,0.0,2.5,33.9,2.2,122.8,37.9,199.3
 Sweet Potatoes,29037,6457.7,LA,0.0,0.0,99.34782609,50.82608696,0.086956522,32.60869565,6.173913043,203.173913,18.0,101.6086957,0.956521739,289.173913,40.08695652,0.739130435,0.0,2.5,33.9,2.2,122.8,37.9,199.3
 Peas,1251,278.2,LA,0.0,0.0,99.34782609,50.82608696,0.086956522,32.60869565,6.173913043,203.173913,18.0,101.6086957,0.956521739,289.173913,40.08695652,0.739130435,0.0,2.5,33.9,2.2,122.8,37.9,199.3
 Clover/Wildflowers,5363,1192.7,LA,0.0,0.0,99.34782609,50.82608696,0.086956522,32.60869565,6.173913043,203.173913,18.0,101.6086957,0.956521739,289.173913,40.08695652,0.739130435,0.0,2.5,33.9,2.2,122.8,37.9,199.3
 Sod/Grass Seed,18517,4118.1,LA,0.0,0.0,99.34782609,50.82608696,0.086956522,32.60869565,6.173913043,203.173913,18.0,101.6086957,0.956521739,289.173913,40.08695652,0.739130435,0.0,2.5,33.9,2.2,122.8,37.9,199.3
 Fallow/Idle Cropland,3260142,725038.1,LA,0.0,0.0,99.34782609,50.82608696,0.086956522,32.60869565,6.173913043,203.173913,18.0,101.6086957,0.956521739,289.173913,40.08695652,0.739130435,0.0,2.5,33.9,2.2,122.8,37.9,199.3
 Peaches,109,24.2,LA,0.0,0.0,99.34782609,50.82608696,0.086956522,32.60869565,6.173913043,203.173913,18.0,101.6086957,0.956521739,289.173913,40.08695652,0.739130435,0.0,2.5,33.9,2.2,122.8,37.9,199.3
 Citrus,48,10.7,LA,0.0,0.0,99.34782609,50.82608696,0.086956522,32.60869565,6.173913043,203.173913,18.0,101.6086957,0.956521739,289.173913,40.08695652,0.739130435,0.0,2.5,33.9,2.2,122.8,37.9,199.3
 Pecans,100652,22384.5,LA,0.0,0.0,99.34782609,50.82608696,0.086956522,32.60869565,6.173913043,203.173913,18.0,101.6086957,0.956521739,289.173913,40.08695652,0.739130435,0.0,2.5,33.9,2.2,122.8,37.9,199.3
 Aquaculture,1796987,399640.3,LA,0.0,0.0,99.34782609,50.82608696,0.086956522,32.60869565,6.173913043,203.173913,18.0,101.6086957,0.956521739,289.173913,40.08695652,0.739130435,0.0,2.5,33.9,2.2,122.8,37.9,199.3
 Open Water,12294497,2734230.3,LA,0.0,0.0,99.34782609,50.82608696,0.086956522,32.60869565,6.173913043,203.173913,18.0,101.6086957,0.956521739,289.173913,40.08695652,0.739130435,0.0,2.5,33.9,2.2,122.8,37.9,199.3
 Developed/Open Space,3957049,880026.5,LA,0.0,0.0,99.34782609,50.82608696,0.086956522,32.60869565,6.173913043,203.173913,18.0,101.6086957,0.956521739,289.173913,40.08695652,0.739130435,0.0,2.5,33.9,2.2,122.8,37.9,199.3
 Developed/Low Intensity,3740093,831776.7,LA,0.0,0.0,99.34782609,50.82608696,0.086956522,32.60869565,6.173913043,203.173913,18.0,101.6086957,0.956521739,289.173913,40.08695652,0.739130435,0.0,2.5,33.9,2.2,122.8,37.9,199.3
 Developed/Medium Intensity,976592,217188.8,LA,0.0,0.0,99.34782609,50.82608696,0.086956522,32.60869565,6.173913043,203.173913,18.0,101.6086957,0.956521739,289.173913,40.08695652,0.739130435,0.0,2.5,33.9,2.2,122.8,37.9,199.3
 Developed/High Intensity,459739,102243.5,LA,0.0,0.0,99.34782609,50.82608696,0.086956522,32.60869565,6.173913043,203.173913,18.0,101.6086957,0.956521739,289.173913,40.08695652,0.739130435,0.0,2.5,33.9,2.2,122.8,37.9,199.3
 Barren,240864,53566.9,LA,0.0,0.0,99.34782609,50.82608696,0.086956522,32.60869565,6.173913043,203.173913,18.0,101.6086957,0.956521739,289.173913,40.08695652,0.739130435,0.0,2.5,33.9,2.2,122.8,37.9,199.3
 Deciduous Forest,1036913,230603.9,LA,0.0,0.0,99.34782609,50.82608696,0.086956522,32.60869565,6.173913043,203.173913,18.0,101.6086957,0.956521739,289.173913,40.08695652,0.739130435,0.0,2.5,33.9,2.2,122.8,37.9,199.3
 Evergreen Forest,29868470,6642587.8,LA,0.0,0.0,99.34782609,50.82608696,0.086956522,32.60869565,6.173913043,203.173913,18.0,101.6086957,0.956521739,289.173913,40.08695652,0.739130435,0.0,2.5,33.9,2.2,122.8,37.9,199.3
 Mixed Forest,1454789,323537.3,LA,0.0,0.0,99.34782609,50.82608696,0.086956522,32.60869565,6.173913043,203.173913,18.0,101.6086957,0.956521739,289.173913,40.08695652,0.739130435,0.0,2.5,33.9,2.2,122.8,37.9,199.3
 Shrubland,5112826,1137065.1,LA,0.0,0.0,99.34782609,50.82608696,0.086956522,32.60869565,6.173913043,203.173913,18.0,101.6086957,0.956521739,289.173913,40.08695652,0.739130435,0.0,2.5,33.9,2.2,122.8,37.9,199.3
 Grass/Pasture,9526747,2118697.5,LA,0.0,0.0,99.34782609,50.82608696,0.086956522,32.60869565,6.173913043,203.173913,18.0,101.6086957,0.956521739,289.173913,40.08695652,0.739130435,0.0,2.5,33.9,2.2,122.8,37.9,199.3
 Woody Wetlands,31654298,7039746.4,LA,0.0,0.0,99.34782609,50.82608696,0.086956522,32.60869565,6.173913043,203.173913,18.0,101.6086957,0.956521739,289.173913,40.08695652,0.739130435,0.0,2.5,33.9,2.2,122.8,37.9,199.3
 Herbaceous Wetlands,14141106,3144906.3,LA,0.0,0.0,99.34782609,50.82608696,0.086956522,32.60869565,6.173913043,203.173913,18.0,101.6086957,0.956521739,289.173913,40.08695652,0.739130435,0.0,2.5,33.9,2.2,122.8,37.9,199.3
 Strawberries,482,107.2,LA,0.0,0.0,99.34782609,50.82608696,0.086956522,32.60869565,6.173913043,203.173913,18.0,101.6086957,0.956521739,289.173913,40.08695652,0.739130435,0.0,2.5,33.9,2.2,122.8,37.9,199.3
 Dbl Crop WinWht/Corn,287,63.8,LA,0.0,0.0,99.34782609,50.82608696,0.086956522,32.60869565,6.173913043,203.173913,18.0,101.6086957,0.956521739,289.173913,40.08695652,0.739130435,0.0,2.5,33.9,2.2,122.8,37.9,199.3
 Dbl Crop WinWht/Cotton,122,27.1,LA,0.0,0.0,99.34782609,50.82608696,0.086956522,32.60869565,6.173913043,203.173913,18.0,101.6086957,0.956521739,289.173913,40.08695652,0.739130435,0.0,2.5,33.9,2.2,122.8,37.9,199.3
 Dbl Crop Soybeans/Oats,3826,850.9,LA,0.0,0.0,99.34782609,50.82608696,0.086956522,32.60869565,6.173913043,203.173913,18.0,101.6086957,0.956521739,289.173913,40.08695652,0.739130435,0.0,2.5,33.9,2.2,122.8,37.9,199.3
 Dbl Crop Corn/Soybeans,2804,623.6,LA,0.0,0.0,99.34782609,50.82608696,0.086956522,32.60869565,6.173913043,203.173913,18.0,101.6086957,0.956521739,289.173913,40.08695652,0.739130435,0.0,2.5,33.9,2.2,122.8,37.9,199.3
 Blueberries,425,94.5,LA,0.0,0.0,99.34782609,50.82608696,0.086956522,32.60869565,6.173913043,203.173913,18.0,101.6086957,0.956521739,289.173913,40.08695652,0.739130435,0.0,2.5,33.9,2.2,122.8,37.9,199.3
 Cabbage,128,28.5,LA,0.0,0.0,99.34782609,50.82608696,0.086956522,32.60869565,6.173913043,203.173913,18.0,101.6086957,0.956521739,289.173913,40.08695652,0.739130435,0.0,2.5,33.9,2.2,122.8,37.9,199.3
 Corn,125580,27928.3,MA,0.0,0.0,95.46153846,49.84615385,0.0,36.53846154,7.153846154,250.6923077,0.0,105.9230769,0.076923077,330.0,33.38461538,0.461538462,0.0,7.9,7.7,13.3,3.5,32.2,64.6
 Sorghum,168,37.4,MA,0.0,0.0,95.46153846,49.84615385,0.0,36.53846154,7.153846154,250.6923077,0.0,105.9230769,0.076923077,330.0,33.38461538,0.461538462,0.0,7.9,7.7,13.3,3.5,32.2,64.6
 Soybeans,1624,361.2,MA,0.0,0.0,95.46153846,49.84615385,0.0,36.53846154,7.153846154,250.6923077,0.0,105.9230769,0.076923077,330.0,33.38461538,0.461538462,0.0,7.9,7.7,13.3,3.5,32.2,64.6
 Sunflowers,89,19.8,MA,0.0,0.0,95.46153846,49.84615385,0.0,36.53846154,7.153846154,250.6923077,0.0,105.9230769,0.076923077,330.0,33.38461538,0.461538462,0.0,7.9,7.7,13.3,3.5,32.2,64.6
 Tobacco,7111,1581.4,MA,0.0,0.0,95.46153846,49.84615385,0.0,36.53846154,7.153846154,250.6923077,0.0,105.9230769,0.076923077,330.0,33.38461538,0.461538462,0.0,7.9,7.7,13.3,3.5,32.2,64.6
 Sweet Corn,15702,3492.0,MA,0.0,0.0,95.46153846,49.84615385,0.0,36.53846154,7.153846154,250.6923077,0.0,105.9230769,0.076923077,330.0,33.38461538,0.461538462,0.0,7.9,7.7,13.3,3.5,32.2,64.6
 Barley,237,52.7,MA,0.0,0.0,95.46153846,49.84615385,0.0,36.53846154,7.153846154,250.6923077,0.0,105.9230769,0.076923077,330.0,33.38461538,0.461538462,0.0,7.9,7.7,13.3,3.5,32.2,64.6
 Spring Wheat,228,50.7,MA,0.0,0.0,95.46153846,49.84615385,0.0,36.53846154,7.153846154,250.6923077,0.0,105.9230769,0.076923077,330.0,33.38461538,0.461538462,0.0,7.9,7.7,13.3,3.5,32.2,64.6
 Winter Wheat,194,43.1,MA,0.0,0.0,95.46153846,49.84615385,0.0,36.53846154,7.153846154,250.6923077,0.0,105.9230769,0.076923077,330.0,33.38461538,0.461538462,0.0,7.9,7.7,13.3,3.5,32.2,64.6
 Rye,1258,279.8,MA,0.0,0.0,95.46153846,49.84615385,0.0,36.53846154,7.153846154,250.6923077,0.0,105.9230769,0.076923077,330.0,33.38461538,0.461538462,0.0,7.9,7.7,13.3,3.5,32.2,64.6
 Oats,669,148.8,MA,0.0,0.0,95.46153846,49.84615385,0.0,36.53846154,7.153846154,250.6923077,0.0,105.9230769,0.076923077,330.0,33.38461538,0.461538462,0.0,7.9,7.7,13.3,3.5,32.2,64.6
 Alfalfa,17637,3922.4,MA,0.0,0.0,95.46153846,49.84615385,0.0,36.53846154,7.153846154,250.6923077,0.0,105.9230769,0.076923077,330.0,33.38461538,0.461538462,0.0,7.9,7.7,13.3,3.5,32.2,64.6
 Other Hay/Non Alfalfa,780023,173472.9,MA,0.0,0.0,95.46153846,49.84615385,0.0,36.53846154,7.153846154,250.6923077,0.0,105.9230769,0.076923077,330.0,33.38461538,0.461538462,0.0,7.9,7.7,13.3,3.5,32.2,64.6
 Dry Beans,11,2.4,MA,0.0,0.0,95.46153846,49.84615385,0.0,36.53846154,7.153846154,250.6923077,0.0,105.9230769,0.076923077,330.0,33.38461538,0.461538462,0.0,7.9,7.7,13.3,3.5,32.2,64.6
 Potatoes,24627,5476.9,MA,0.0,0.0,95.46153846,49.84615385,0.0,36.53846154,7.153846154,250.6923077,0.0,105.9230769,0.076923077,330.0,33.38461538,0.461538462,0.0,7.9,7.7,13.3,3.5,32.2,64.6
 Other Crops,262,58.3,MA,0.0,0.0,95.46153846,49.84615385,0.0,36.53846154,7.153846154,250.6923077,0.0,105.9230769,0.076923077,330.0,33.38461538,0.461538462,0.0,7.9,7.7,13.3,3.5,32.2,64.6
 Misc Vegs & Fruits,1117,248.4,MA,0.0,0.0,95.46153846,49.84615385,0.0,36.53846154,7.153846154,250.6923077,0.0,105.9230769,0.076923077,330.0,33.38461538,0.461538462,0.0,7.9,7.7,13.3,3.5,32.2,64.6
 Tomatoes,235,52.3,MA,0.0,0.0,95.46153846,49.84615385,0.0,36.53846154,7.153846154,250.6923077,0.0,105.9230769,0.076923077,330.0,33.38461538,0.461538462,0.0,7.9,7.7,13.3,3.5,32.2,64.6
 Herbs,365,81.2,MA,0.0,0.0,95.46153846,49.84615385,0.0,36.53846154,7.153846154,250.6923077,0.0,105.9230769,0.076923077,330.0,33.38461538,0.461538462,0.0,7.9,7.7,13.3,3.5,32.2,64.6
 Clover/Wildflowers,113,25.1,MA,0.0,0.0,95.46153846,49.84615385,0.0,36.53846154,7.153846154,250.6923077,0.0,105.9230769,0.076923077,330.0,33.38461538,0.461538462,0.0,7.9,7.7,13.3,3.5,32.2,64.6
 Sod/Grass Seed,2224,494.6,MA,0.0,0.0,95.46153846,49.84615385,0.0,36.53846154,7.153846154,250.6923077,0.0,105.9230769,0.076923077,330.0,33.38461538,0.461538462,0.0,7.9,7.7,13.3,3.5,32.2,64.6
 Switchgrass,199,44.3,MA,0.0,0.0,95.46153846,49.84615385,0.0,36.53846154,7.153846154,250.6923077,0.0,105.9230769,0.076923077,330.0,33.38461538,0.461538462,0.0,7.9,7.7,13.3,3.5,32.2,64.6
 Fallow/Idle Cropland,55619,12369.4,MA,0.0,0.0,95.46153846,49.84615385,0.0,36.53846154,7.153846154,250.6923077,0.0,105.9230769,0.076923077,330.0,33.38461538,0.461538462,0.0,7.9,7.7,13.3,3.5,32.2,64.6
 Peaches,55,12.2,MA,0.0,0.0,95.46153846,49.84615385,0.0,36.53846154,7.153846154,250.6923077,0.0,105.9230769,0.076923077,330.0,33.38461538,0.461538462,0.0,7.9,7.7,13.3,3.5,32.2,64.6
 Apples,8803,1957.7,MA,0.0,0.0,95.46153846,49.84615385,0.0,36.53846154,7.153846154,250.6923077,0.0,105.9230769,0.076923077,330.0,33.38461538,0.461538462,0.0,7.9,7.7,13.3,3.5,32.2,64.6
 Grapes,307,68.3,MA,0.0,0.0,95.46153846,49.84615385,0.0,36.53846154,7.153846154,250.6923077,0.0,105.9230769,0.076923077,330.0,33.38461538,0.461538462,0.0,7.9,7.7,13.3,3.5,32.2,64.6
 Christmas Trees,717,159.5,MA,0.0,0.0,95.46153846,49.84615385,0.0,36.53846154,7.153846154,250.6923077,0.0,105.9230769,0.076923077,330.0,33.38461538,0.461538462,0.0,7.9,7.7,13.3,3.5,32.2,64.6
 Other Tree Crops,33,7.3,MA,0.0,0.0,95.46153846,49.84615385,0.0,36.53846154,7.153846154,250.6923077,0.0,105.9230769,0.076923077,330.0,33.38461538,0.461538462,0.0,7.9,7.7,13.3,3.5,32.2,64.6
 Aquaculture,836,185.9,MA,0.0,0.0,95.46153846,49.84615385,0.0,36.53846154,7.153846154,250.6923077,0.0,105.9230769,0.076923077,330.0,33.38461538,0.461538462,0.0,7.9,7.7,13.3,3.5,32.2,64.6
 Open Water,885859,197010.3,MA,0.0,0.0,95.46153846,49.84615385,0.0,36.53846154,7.153846154,250.6923077,0.0,105.9230769,0.076923077,330.0,33.38461538,0.461538462,0.0,7.9,7.7,13.3,3.5,32.2,64.6
 Developed/Open Space,1808698,402244.8,MA,0.0,0.0,95.46153846,49.84615385,0.0,36.53846154,7.153846154,250.6923077,0.0,105.9230769,0.076923077,330.0,33.38461538,0.461538462,0.0,7.9,7.7,13.3,3.5,32.2,64.6
 Developed/Low Intensity,1822566,405328.9,MA,0.0,0.0,95.46153846,49.84615385,0.0,36.53846154,7.153846154,250.6923077,0.0,105.9230769,0.076923077,330.0,33.38461538,0.461538462,0.0,7.9,7.7,13.3,3.5,32.2,64.6
 Developed/Medium Intensity,1611012,358280.4,MA,0.0,0.0,95.46153846,49.84615385,0.0,36.53846154,7.153846154,250.6923077,0.0,105.9230769,0.076923077,330.0,33.38461538,0.461538462,0.0,7.9,7.7,13.3,3.5,32.2,64.6
 Developed/High Intensity,514066,114325.5,MA,0.0,0.0,95.46153846,49.84615385,0.0,36.53846154,7.153846154,250.6923077,0.0,105.9230769,0.076923077,330.0,33.38461538,0.461538462,0.0,7.9,7.7,13.3,3.5,32.2,64.6
 Barren,223626,49733.2,MA,0.0,0.0,95.46153846,49.84615385,0.0,36.53846154,7.153846154,250.6923077,0.0,105.9230769,0.076923077,330.0,33.38461538,0.461538462,0.0,7.9,7.7,13.3,3.5,32.2,64.6
 Deciduous Forest,5321107,1183385.7,MA,0.0,0.0,95.46153846,49.84615385,0.0,36.53846154,7.153846154,250.6923077,0.0,105.9230769,0.076923077,330.0,33.38461538,0.461538462,0.0,7.9,7.7,13.3,3.5,32.2,64.6
 Evergreen Forest,2146776,477431.5,MA,0.0,0.0,95.46153846,49.84615385,0.0,36.53846154,7.153846154,250.6923077,0.0,105.9230769,0.076923077,330.0,33.38461538,0.461538462,0.0,7.9,7.7,13.3,3.5,32.2,64.6
 Mixed Forest,5254051,1168472.8,MA,0.0,0.0,95.46153846,49.84615385,0.0,36.53846154,7.153846154,250.6923077,0.0,105.9230769,0.076923077,330.0,33.38461538,0.461538462,0.0,7.9,7.7,13.3,3.5,32.2,64.6
 Shrubland,85819,19085.7,MA,0.0,0.0,95.46153846,49.84615385,0.0,36.53846154,7.153846154,250.6923077,0.0,105.9230769,0.076923077,330.0,33.38461538,0.461538462,0.0,7.9,7.7,13.3,3.5,32.2,64.6
 Grass/Pasture,109420,24334.4,MA,0.0,0.0,95.46153846,49.84615385,0.0,36.53846154,7.153846154,250.6923077,0.0,105.9230769,0.076923077,330.0,33.38461538,0.461538462,0.0,7.9,7.7,13.3,3.5,32.2,64.6
 Woody Wetlands,2132206,474191.2,MA,0.0,0.0,95.46153846,49.84615385,0.0,36.53846154,7.153846154,250.6923077,0.0,105.9230769,0.076923077,330.0,33.38461538,0.461538462,0.0,7.9,7.7,13.3,3.5,32.2,64.6
 Herbaceous Wetlands,334150,74313.2,MA,0.0,0.0,95.46153846,49.84615385,0.0,36.53846154,7.153846154,250.6923077,0.0,105.9230769,0.076923077,330.0,33.38461538,0.461538462,0.0,7.9,7.7,13.3,3.5,32.2,64.6
 Broccoli,256,56.9,MA,0.0,0.0,95.46153846,49.84615385,0.0,36.53846154,7.153846154,250.6923077,0.0,105.9230769,0.076923077,330.0,33.38461538,0.461538462,0.0,7.9,7.7,13.3,3.5,32.2,64.6
 Peppers,476,105.9,MA,0.0,0.0,95.46153846,49.84615385,0.0,36.53846154,7.153846154,250.6923077,0.0,105.9230769,0.076923077,330.0,33.38461538,0.461538462,0.0,7.9,7.7,13.3,3.5,32.2,64.6
 Strawberries,586,130.3,MA,0.0,0.0,95.46153846,49.84615385,0.0,36.53846154,7.153846154,250.6923077,0.0,105.9230769,0.076923077,330.0,33.38461538,0.461538462,0.0,7.9,7.7,13.3,3.5,32.2,64.6
 Squash,3229,718.1,MA,0.0,0.0,95.46153846,49.84615385,0.0,36.53846154,7.153846154,250.6923077,0.0,105.9230769,0.076923077,330.0,33.38461538,0.461538462,0.0,7.9,7.7,13.3,3.5,32.2,64.6
 Pumpkins,1680,373.6,MA,0.0,0.0,95.46153846,49.84615385,0.0,36.53846154,7.153846154,250.6923077,0.0,105.9230769,0.076923077,330.0,33.38461538,0.461538462,0.0,7.9,7.7,13.3,3.5,32.2,64.6
 Blueberries,2054,456.8,MA,0.0,0.0,95.46153846,49.84615385,0.0,36.53846154,7.153846154,250.6923077,0.0,105.9230769,0.076923077,330.0,33.38461538,0.461538462,0.0,7.9,7.7,13.3,3.5,32.2,64.6
 Cabbage,215,47.8,MA,0.0,0.0,95.46153846,49.84615385,0.0,36.53846154,7.153846154,250.6923077,0.0,105.9230769,0.076923077,330.0,33.38461538,0.461538462,0.0,7.9,7.7,13.3,3.5,32.2,64.6
 Cranberries,48435,10771.7,MA,0.0,0.0,95.46153846,49.84615385,0.0,36.53846154,7.153846154,250.6923077,0.0,105.9230769,0.076923077,330.0,33.38461538,0.461538462,0.0,7.9,7.7,13.3,3.5,32.2,64.6
 Corn,478948,106515.5,NM,0.125,0.1875,128.75,51.375,0.0,32.375,0.75,181.75,0.0,64.25,32.625,216.3125,59.625,2.875,0.25,1.7,18.3,2.2,7.6,15.5,45.4
 Cotton,256822,57115.8,NM,0.125,0.1875,128.75,51.375,0.0,32.375,0.75,181.75,0.0,64.25,32.625,216.3125,59.625,2.875,0.25,1.7,18.3,2.2,7.6,15.5,45.4
 Sorghum,1233431,274308.5,NM,0.125,0.1875,128.75,51.375,0.0,32.375,0.75,181.75,0.0,64.25,32.625,216.3125,59.625,2.875,0.25,1.7,18.3,2.2,7.6,15.5,45.4
 Peanuts,16501,3669.7,NM,0.125,0.1875,128.75,51.375,0.0,32.375,0.75,181.75,0.0,64.25,32.625,216.3125,59.625,2.875,0.25,1.7,18.3,2.2,7.6,15.5,45.4
 Pop or Orn Corn,18021,4007.8,NM,0.125,0.1875,128.75,51.375,0.0,32.375,0.75,181.75,0.0,64.25,32.625,216.3125,59.625,2.875,0.25,1.7,18.3,2.2,7.6,15.5,45.4
 Barley,24641,5480.0,NM,0.125,0.1875,128.75,51.375,0.0,32.375,0.75,181.75,0.0,64.25,32.625,216.3125,59.625,2.875,0.25,1.7,18.3,2.2,7.6,15.5,45.4
 Durum Wheat,3508,780.2,NM,0.125,0.1875,128.75,51.375,0.0,32.375,0.75,181.75,0.0,64.25,32.625,216.3125,59.625,2.875,0.25,1.7,18.3,2.2,7.6,15.5,45.4
 Spring Wheat,2508,557.8,NM,0.125,0.1875,128.75,51.375,0.0,32.375,0.75,181.75,0.0,64.25,32.625,216.3125,59.625,2.875,0.25,1.7,18.3,2.2,7.6,15.5,45.4
 Winter Wheat,1290516,287003.8,NM,0.125,0.1875,128.75,51.375,0.0,32.375,0.75,181.75,0.0,64.25,32.625,216.3125,59.625,2.875,0.25,1.7,18.3,2.2,7.6,15.5,45.4
 Rye,38259,8508.6,NM,0.125,0.1875,128.75,51.375,0.0,32.375,0.75,181.75,0.0,64.25,32.625,216.3125,59.625,2.875,0.25,1.7,18.3,2.2,7.6,15.5,45.4
 Oats,16692,3712.2,NM,0.125,0.1875,128.75,51.375,0.0,32.375,0.75,181.75,0.0,64.25,32.625,216.3125,59.625,2.875,0.25,1.7,18.3,2.2,7.6,15.5,45.4
 Millet,28473,6332.2,NM,0.125,0.1875,128.75,51.375,0.0,32.375,0.75,181.75,0.0,64.25,32.625,216.3125,59.625,2.875,0.25,1.7,18.3,2.2,7.6,15.5,45.4
 Alfalfa,878827,195446.4,NM,0.125,0.1875,128.75,51.375,0.0,32.375,0.75,181.75,0.0,64.25,32.625,216.3125,59.625,2.875,0.25,1.7,18.3,2.2,7.6,15.5,45.4
 Other Hay/Non Alfalfa,291610,64852.5,NM,0.125,0.1875,128.75,51.375,0.0,32.375,0.75,181.75,0.0,64.25,32.625,216.3125,59.625,2.875,0.25,1.7,18.3,2.2,7.6,15.5,45.4
 Dry Beans,43027,9569.0,NM,0.125,0.1875,128.75,51.375,0.0,32.375,0.75,181.75,0.0,64.25,32.625,216.3125,59.625,2.875,0.25,1.7,18.3,2.2,7.6,15.5,45.4
 Potatoes,22335,4967.2,NM,0.125,0.1875,128.75,51.375,0.0,32.375,0.75,181.75,0.0,64.25,32.625,216.3125,59.625,2.875,0.25,1.7,18.3,2.2,7.6,15.5,45.4
 Other Crops,2558,568.9,NM,0.125,0.1875,128.75,51.375,0.0,32.375,0.75,181.75,0.0,64.25,32.625,216.3125,59.625,2.875,0.25,1.7,18.3,2.2,7.6,15.5,45.4
 Watermelons,1537,341.8,NM,0.125,0.1875,128.75,51.375,0.0,32.375,0.75,181.75,0.0,64.25,32.625,216.3125,59.625,2.875,0.25,1.7,18.3,2.2,7.6,15.5,45.4
 Onions,30077,6689.0,NM,0.125,0.1875,128.75,51.375,0.0,32.375,0.75,181.75,0.0,64.25,32.625,216.3125,59.625,2.875,0.25,1.7,18.3,2.2,7.6,15.5,45.4
 Peas,8452,1879.7,NM,0.125,0.1875,128.75,51.375,0.0,32.375,0.75,181.75,0.0,64.25,32.625,216.3125,59.625,2.875,0.25,1.7,18.3,2.2,7.6,15.5,45.4
 Herbs,2763,614.5,NM,0.125,0.1875,128.75,51.375,0.0,32.375,0.75,181.75,0.0,64.25,32.625,216.3125,59.625,2.875,0.25,1.7,18.3,2.2,7.6,15.5,45.4
 Sod/Grass Seed,1655,368.1,NM,0.125,0.1875,128.75,51.375,0.0,32.375,0.75,181.75,0.0,64.25,32.625,216.3125,59.625,2.875,0.25,1.7,18.3,2.2,7.6,15.5,45.4
 Fallow/Idle Cropland,2050727,456070.7,NM,0.125,0.1875,128.75,51.375,0.0,32.375,0.75,181.75,0.0,64.25,32.625,216.3125,59.625,2.875,0.25,1.7,18.3,2.2,7.6,15.5,45.4
 Cherries,78,17.3,NM,0.125,0.1875,128.75,51.375,0.0,32.375,0.75,181.75,0.0,64.25,32.625,216.3125,59.625,2.875,0.25,1.7,18.3,2.2,7.6,15.5,45.4
 Peaches,130,28.9,NM,0.125,0.1875,128.75,51.375,0.0,32.375,0.75,181.75,0.0,64.25,32.625,216.3125,59.625,2.875,0.25,1.7,18.3,2.2,7.6,15.5,45.4
 Apples,1588,353.2,NM,0.125,0.1875,128.75,51.375,0.0,32.375,0.75,181.75,0.0,64.25,32.625,216.3125,59.625,2.875,0.25,1.7,18.3,2.2,7.6,15.5,45.4
 Grapes,981,218.2,NM,0.125,0.1875,128.75,51.375,0.0,32.375,0.75,181.75,0.0,64.25,32.625,216.3125,59.625,2.875,0.25,1.7,18.3,2.2,7.6,15.5,45.4
 Christmas Trees,19,4.2,NM,0.125,0.1875,128.75,51.375,0.0,32.375,0.75,181.75,0.0,64.25,32.625,216.3125,59.625,2.875,0.25,1.7,18.3,2.2,7.6,15.5,45.4
 Pecans,284165,63196.8,NM,0.125,0.1875,128.75,51.375,0.0,32.375,0.75,181.75,0.0,64.25,32.625,216.3125,59.625,2.875,0.25,1.7,18.3,2.2,7.6,15.5,45.4
 Open Water,426031,94747.0,NM,0.125,0.1875,128.75,51.375,0.0,32.375,0.75,181.75,0.0,64.25,32.625,216.3125,59.625,2.875,0.25,1.7,18.3,2.2,7.6,15.5,45.4
 Developed/Open Space,2466660,548572.0,NM,0.125,0.1875,128.75,51.375,0.0,32.375,0.75,181.75,0.0,64.25,32.625,216.3125,59.625,2.875,0.25,1.7,18.3,2.2,7.6,15.5,45.4
 Developed/Low Intensity,1048200,233114.1,NM,0.125,0.1875,128.75,51.375,0.0,32.375,0.75,181.75,0.0,64.25,32.625,216.3125,59.625,2.875,0.25,1.7,18.3,2.2,7.6,15.5,45.4
 Developed/Medium Intensity,400693,89112.0,NM,0.125,0.1875,128.75,51.375,0.0,32.375,0.75,181.75,0.0,64.25,32.625,216.3125,59.625,2.875,0.25,1.7,18.3,2.2,7.6,15.5,45.4
 Developed/High Intensity,91522,20354.0,NM,0.125,0.1875,128.75,51.375,0.0,32.375,0.75,181.75,0.0,64.25,32.625,216.3125,59.625,2.875,0.25,1.7,18.3,2.2,7.6,15.5,45.4
 Barren,1680714,373781.8,NM,0.125,0.1875,128.75,51.375,0.0,32.375,0.75,181.75,0.0,64.25,32.625,216.3125,59.625,2.875,0.25,1.7,18.3,2.2,7.6,15.5,45.4
